,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,number_customer_service_calls,churn
3213,TN,61,415,0,1,38,139.8,108,58.3,120,203.4,160,9.7,1,3,0
3214,TN,73,510,0,1,6,237.6,105,244.9,98,188.3,107,6.8,11,4,0
3215,AL,100,415,0,1,26,197.7,80,232.6,83,196.7,120,12.0,5,1,0
3216,LA,100,510,0,0,0,222.1,115,245.0,130,129.3,119,8.1,2,2,0
3217,NV,109,408,0,1,39,270.0,58,235.5,108,194.3,57,7.8,6,1,1
3218,OK,139,510,0,0,0,148.7,90,204.3,106,144.1,105,9.8,4,2,0
3219,FL,115,510,0,0,0,143.6,135,278.0,119,46.7,84,12.7,3,0,0
3220,MD,77,415,0,0,0,205.3,69,171.0,84,242.4,96,10.1,2,3,0
3221,KY,14,415,0,0,0,184.5,77,272.5,103,190.3,129,9.7,3,4,0
3222,NY,81,415,0,0,0,140.8,97,211.5,109,216.9,53,12.2,4,0,0
3223,KY,113,415,0,0,0,140.8,107,252.6,87,215.4,136,9.1,4,3,0
3224,MS,93,415,1,1,36,169.7,109,318.6,88,246.5,95,9.8,3,0,0
3225,WI,77,408,0,0,0,168.1,83,202.0,91,173.2,91,10.0,3,3,0
3226,NH,125,415,0,1,25,190.1,133,181.1,61,104.0,110,12.5,3,2,0
3227,OR,88,408,0,0,0,192.6,96,184.0,92,173.6,113,8.8,6,2,0
3228,WI,89,408,0,0,0,234.8,95,109.7,87,180.3,99,10.4,2,0,0
3229,KS,124,510,0,0,0,247.2,84,161.9,130,170.3,73,6.1,6,1,0
3230,MT,83,408,0,0,0,185.9,115,232.5,98,205.2,124,10.2,2,2,0
3231,ID,7,408,0,0,0,98.5,85,200.3,80,252.3,68,12.0,7,2,0
3232,TX,104,415,0,0,0,304.0,141,264.1,127,138.1,104,7.2,4,0,1
3233,NY,76,415,0,0,0,201.5,127,155.2,91,249.6,103,8.6,1,2,0
3234,NJ,135,415,0,0,0,191.7,125,284.2,100,211.7,87,12.5,2,0,0
3235,KS,59,510,0,1,45,71.2,113,233.7,95,139.3,129,14.0,12,1,0
3236,MS,110,415,0,0,0,178.4,110,179.1,116,228.1,99,6.5,4,1,0
3237,MI,173,415,1,1,18,127.2,89,130.7,114,229.7,115,11.2,5,2,0
3238,DE,60,510,0,0,0,230.7,66,165.4,65,309.1,139,13.3,10,1,0
3239,IL,117,408,0,0,0,228.3,84,152.6,92,309.7,101,3.7,3,3,0
3240,VA,54,408,0,0,0,197.7,84,221.3,89,189.4,109,7.8,3,2,0
3241,IN,76,415,0,1,35,273.7,94,153.3,101,259.0,109,3.8,3,0,0
3242,TN,98,415,0,0,0,190.5,106,164.2,92,110.8,88,11.4,5,2,0
3243,WV,74,408,0,0,0,176.1,79,208.3,105,237.5,86,16.1,4,4,0
3244,TX,112,415,0,0,0,210.4,78,172.4,75,240.0,105,11.7,3,2,0
3245,MT,138,415,0,1,28,151.0,59,269.5,122,179.4,116,8.9,9,0,0
3246,AL,65,415,0,0,0,144.3,109,331.3,89,155.3,69,11.8,15,3,0
3247,FL,194,408,0,1,42,203.7,109,192.9,125,318.0,81,10.8,16,3,0
3248,KY,131,415,0,0,0,210.1,97,177.3,96,130.2,136,13.3,1,0,1
3249,OH,78,415,0,1,27,121.9,88,225.4,75,90.8,118,13.0,4,3,0
3250,ID,99,415,0,0,0,201.5,103,124.2,120,239.9,56,11.5,3,0,0
3251,NJ,120,415,0,0,0,146.0,58,208.7,103,215.5,91,11.9,2,0,0
3252,NM,1,510,0,1,26,69.7,84,250.4,79,230.2,122,8.3,3,2,0
3253,UT,94,415,0,0,0,183.1,109,199.4,109,214.1,71,13.9,4,0,0
3254,MO,178,408,0,1,32,148.7,95,198.6,55,187.0,113,10.4,7,6,1
3255,WV,136,510,0,0,0,240.1,121,271.2,123,132.7,98,17.2,4,0,1
3256,ND,86,415,0,1,25,126.4,97,189.7,118,233.6,97,12.0,2,1,0
3257,KS,18,510,0,0,0,180.2,115,83.4,114,245.3,111,11.9,6,1,0
3258,CO,49,415,0,0,0,172.0,142,224.0,100,177.3,86,7.4,1,0,0
3259,OH,20,415,0,1,27,231.6,105,223.3,120,212.0,99,8.9,4,1,0
3260,IN,131,415,0,1,29,42.1,114,183.3,70,158.7,82,10.0,1,0,0
3261,OK,99,408,0,0,0,155.6,90,240.1,117,230.8,88,10.8,4,3,0
3262,ID,61,415,0,0,0,234.6,126,200.7,76,171.1,81,8.1,2,0,0
3263,DE,137,415,0,0,0,115.5,101,226.2,81,179.1,123,13.6,4,0,0
3264,WA,49,510,0,1,42,159.0,67,126.3,125,206.8,88,7.4,3,2,0
3265,MA,83,408,0,0,0,286.6,114,101.0,138,199.6,146,13.2,4,1,0
3266,FL,105,408,0,0,0,181.9,70,233.5,83,194.6,80,8.1,9,1,0
3267,AR,90,408,0,0,0,235.0,77,267.3,94,222.1,119,5.3,4,3,1
3268,AL,111,415,0,0,0,187.8,107,246.0,70,175.9,88,10.5,7,0,0
3269,CA,135,408,0,0,0,167.1,105,131.6,120,242.6,83,10.4,2,3,0
3270,RI,121,415,0,1,22,212.3,107,238.0,94,332.8,114,10.4,2,1,0
3271,ND,57,415,1,0,0,227.4,94,146.4,115,211.4,92,8.3,5,1,0
3272,MT,63,415,0,0,0,162.5,86,165.4,112,163.7,67,13.4,6,4,1
3273,NJ,97,415,0,0,0,259.6,138,233.9,91,140.6,119,13.0,4,1,0
3274,OK,134,408,0,1,10,159.4,79,91.0,94,199.5,137,10.0,3,2,0
3275,ME,57,510,0,1,37,69.5,94,220.9,76,218.5,113,11.9,3,0,0
3276,OK,109,415,1,0,0,166.5,101,268.4,119,126.2,112,10.2,3,3,0
3277,IL,66,415,0,1,21,134.4,110,136.2,104,215.6,105,9.7,4,3,0
3278,GA,162,408,0,1,21,205.2,128,231.7,128,180.3,100,10.6,3,2,0
3279,NC,115,415,0,1,26,132.3,142,273.4,89,195.7,77,14.8,7,0,0
3280,HI,132,415,0,0,0,140.3,144,294.8,89,153.5,126,11.7,4,2,0
3281,OK,152,415,0,0,0,284.6,113,141.8,101,127.4,78,12.6,5,0,0
3282,DC,86,415,0,1,29,189.3,107,221.3,101,325.6,137,13.8,3,1,0
3283,SC,36,415,0,0,0,184.6,132,193.7,69,283.5,83,5.9,3,1,0
3284,MN,118,415,0,0,0,161.6,96,223.9,113,240.6,137,6.8,2,0,0
3285,HI,137,510,0,1,20,268.5,91,128.8,121,146.4,98,12.7,6,1,0
3286,NJ,67,415,0,0,0,178.0,77,233.6,88,175.6,88,6.3,4,2,0
3287,MI,164,415,0,0,0,215.6,90,171.6,99,110.4,105,11.3,6,1,0
3288,UT,180,510,0,0,0,253.9,69,184.2,138,174.3,83,0.4,7,1,0
3289,IA,80,408,0,1,22,182.8,142,229.3,111,313.8,85,11.3,2,1,0
3290,CO,126,415,0,0,0,120.0,82,213.6,111,312.9,136,7.5,6,1,0
3291,MS,138,408,0,0,0,138.7,124,280.3,64,206.7,98,10.4,4,1,0
3292,MA,101,408,0,0,0,189.0,122,179.2,91,186.8,170,11.1,6,0,0
3293,NY,147,408,0,0,0,134.6,91,175.1,83,201.1,114,8.9,3,0,0
3294,VA,58,408,0,0,0,181.4,106,145.8,77,200.3,85,7.9,3,0,0
3295,IN,35,510,0,1,23,194.6,106,199.8,132,189.6,88,10.1,7,4,0
3296,NH,163,415,0,1,39,268.1,104,216.6,65,359.9,118,11.4,4,0,0
3297,AK,152,510,0,0,0,302.8,143,189.8,69,214.9,114,10.9,4,2,1
3298,WV,44,408,0,0,0,213.2,85,224.0,128,137.8,74,12.5,5,1,0
3299,NM,103,408,0,0,0,107.9,111,166.9,129,208.5,78,9.7,3,1,0
3300,RI,126,510,0,0,0,181.7,102,216.3,114,317.9,83,12.4,6,1,0
3301,KS,104,408,0,0,0,191.8,105,148.7,96,234.8,123,19.3,4,1,0
3302,AR,99,408,0,1,21,180.2,97,167.7,47,203.1,84,14.6,5,2,0
3303,NH,119,408,0,0,0,215.1,105,249.4,104,249.9,83,10.8,8,2,0
3304,KY,155,510,1,1,38,234.6,84,214.9,119,196.7,69,8.0,2,1,1
3305,KS,51,415,0,1,43,158.2,94,213.2,105,190.4,91,8.5,2,2,0
3306,SC,142,510,0,0,0,204.2,98,188.9,85,231.2,136,6.5,6,1,0
3307,ID,108,415,0,0,0,221.8,105,108.2,107,207.1,87,12.1,3,2,0
3308,OH,154,415,0,1,14,183.0,113,187.0,144,181.1,112,10.2,3,1,0
3309,AL,171,510,0,0,0,221.5,103,109.5,58,134.6,115,11.6,4,1,0
3310,KS,33,415,0,0,0,228.1,77,176.3,102,224.5,119,7.5,1,0,0
3311,CT,68,510,1,0,0,197.7,99,188.8,106,254.6,80,19.2,4,3,1
3312,WY,65,415,0,1,21,135.1,120,238.4,90,286.4,93,11.0,9,4,0
3313,NV,95,415,0,1,35,238.3,86,258.1,132,194.9,72,13.1,4,5,0
3314,ID,47,415,0,1,28,196.2,88,194.8,106,243.0,103,10.5,10,0,0
3315,IN,49,415,0,1,20,205.9,109,298.4,105,142.1,91,12.3,3,4,0
3316,AK,104,415,0,0,0,174.1,97,174.6,104,182.7,158,9.3,4,3,0
3317,AR,173,408,0,0,0,154.6,81,147.3,100,132.9,99,6.9,5,0,0
3318,WI,98,415,1,1,20,186.2,112,145.3,65,142.8,104,10.9,4,3,0
3319,IN,81,415,0,0,0,176.1,113,162.0,80,160.9,83,11.9,4,1,0
3320,AZ,63,415,0,1,19,163.0,75,238.4,103,171.8,100,11.3,3,3,0
3321,IN,32,415,0,0,0,103.6,78,238.5,115,186.9,70,11.0,4,2,0
3322,NC,111,415,0,0,0,162.1,98,217.6,87,264.1,107,7.7,1,0,0
3323,MD,96,415,0,0,0,149.2,125,210.6,119,290.5,102,9.4,3,4,0
3324,NM,79,415,0,0,0,187.3,108,177.1,72,269.2,135,9.5,3,3,0
3325,OH,123,510,0,0,0,222.4,90,286.3,104,300.8,95,9.9,3,2,1
3326,IN,88,415,0,0,0,82.7,94,157.5,130,205.9,81,10.6,4,0,1
3327,VA,182,408,0,1,24,215.2,73,133.1,85,205.1,79,10.9,7,0,0
3328,AL,109,415,0,0,0,168.0,103,190.8,100,196.9,65,7.1,4,0,0
3329,IA,79,415,0,1,12,62.4,119,237.6,96,193.4,116,7.8,2,0,0
3330,VA,68,415,0,1,41,226.0,113,149.8,115,184.9,88,11.5,2,2,0
3331,NV,70,415,0,0,0,205.7,80,221.4,103,206.2,117,14.2,5,2,0
3332,WY,44,415,0,1,20,184.8,105,195.0,169,130.1,121,11.6,3,1,0
3333,MA,113,510,0,0,0,193.1,93,206.4,85,215.9,102,11.1,2,1,0
3334,UT,86,510,1,1,41,225.5,95,229.3,101,134.0,82,11.6,10,2,0
3335,NH,59,415,0,0,0,163.5,107,187.1,91,179.1,100,10.3,1,2,0
3336,NJ,112,510,0,1,22,244.7,104,203.1,88,222.0,84,7.4,6,0,0
3337,MA,152,408,0,0,0,216.7,70,152.7,102,181.2,99,11.6,6,1,0
3338,GA,108,415,0,1,15,196.8,79,173.5,99,274.7,108,14.6,5,1,0
3339,AK,91,510,0,0,0,197.3,120,202.4,89,290.5,128,15.3,7,1,0
3340,AR,57,415,0,1,23,208.7,57,233.4,132,108.8,117,9.1,5,1,0
3341,WV,112,408,0,0,0,168.4,53,187.5,68,204.5,125,9.8,3,1,0
3342,OR,100,415,0,0,0,129.4,69,251.3,73,157.1,92,10.4,3,1,0
3343,ID,42,510,1,0,0,260.9,94,152.8,123,212.6,94,11.1,4,1,0
3344,NY,68,415,0,0,0,267.9,80,145.4,143,273.3,119,14.9,1,3,1
3345,KY,132,415,0,0,0,172.7,90,344.0,62,301.6,113,5.5,4,0,0
3346,RI,137,408,1,0,0,159.1,80,239.8,81,249.0,96,8.5,5,0,0
3347,ID,42,510,0,0,0,166.8,138,212.4,78,194.7,70,12.4,9,2,0
3348,NH,81,415,0,1,17,145.7,89,202.9,70,212.4,92,9.5,5,1,0
3349,CO,135,408,0,0,0,129.4,104,199.0,96,142.4,81,12.3,4,1,0
3350,IA,102,510,0,0,0,171.5,77,261.0,107,328.8,72,10.2,1,0,0
3351,MT,117,510,0,0,0,180.6,134,216.6,96,101.0,122,10.6,6,4,1
3352,WY,37,510,0,1,33,225.7,133,223.9,115,192.7,131,11.2,5,3,0
3353,WI,48,510,0,0,0,176.9,110,274.3,114,115.3,125,11.0,2,1,0
3354,DE,155,415,0,0,0,250.5,89,146.1,84,164.2,60,8.4,3,1,0
3355,WA,124,408,0,0,0,282.8,108,246.3,89,256.4,96,10.3,1,3,1
3356,UT,91,510,0,0,0,142.6,90,286.8,102,222.2,113,14.8,3,0,0
3357,KY,169,510,0,0,0,276.1,120,123.5,88,261.9,116,11.9,5,1,0
3358,NH,74,510,0,0,0,154.3,71,262.3,105,235.3,99,13.9,4,0,0
3359,RI,101,408,1,1,35,181.0,88,222.5,113,217.8,103,11.1,3,1,0
3360,CA,142,415,0,0,0,108.1,81,146.9,115,197.6,84,9.0,7,1,0
3361,PA,61,415,0,1,31,252.1,98,215.7,149,135.7,117,5.1,4,2,0
3362,MA,50,510,0,0,0,160.1,64,208.7,123,199.7,84,7.6,12,5,1
3363,WI,82,408,0,0,0,217.6,82,169.4,101,248.9,124,12.7,3,0,0
3364,MT,142,415,0,1,22,198.3,144,157.2,96,180.9,114,11.1,4,2,0
3365,GA,27,415,0,1,32,190.3,97,279.0,77,133.8,117,8.4,3,2,0
3366,AZ,165,408,0,1,23,184.7,63,168.0,62,176.1,125,8.7,5,1,0
3367,ME,33,510,0,1,16,125.1,56,246.6,140,235.4,109,12.1,2,0,0
3368,ME,55,510,0,0,0,181.3,100,200.5,122,226.9,99,10.9,2,1,0
3369,UT,96,510,1,0,0,99.8,101,253.6,83,112.5,75,7.5,6,0,0
3370,MD,115,408,0,0,0,254.8,97,153.5,110,217.6,117,9.0,4,1,0
3371,DC,65,408,0,0,0,244.5,72,206.2,88,299.8,110,7.6,1,5,1
3372,OH,50,408,0,0,0,167.7,74,179.9,98,166.5,73,10.9,2,1,0
3373,MO,137,510,0,0,0,79.5,121,164.1,86,121.8,108,11.7,7,2,0
3374,ID,95,408,0,0,0,133.0,94,196.6,126,181.0,128,9.9,3,4,1
3375,WA,118,408,0,0,0,297.2,113,188.8,114,188.9,100,12.4,6,1,1
3376,NY,84,415,0,0,0,214.9,72,197.7,92,153.1,79,11.9,2,2,0
3377,NJ,42,408,0,0,0,269.9,99,37.8,76,166.6,139,13.8,1,1,0
3378,NM,53,415,0,0,0,143.8,102,199.6,124,177.8,65,7.8,4,1,0
3379,ID,123,415,0,0,0,132.2,122,169.9,101,150.1,123,12.9,11,3,1
3380,MO,60,408,0,0,0,162.8,117,163.2,121,242.4,140,14.2,2,1,0
3381,NJ,112,408,0,0,0,351.5,95,206.8,108,275.8,146,11.9,4,1,1
3382,NC,43,415,0,0,0,165.8,96,132.0,105,323.2,62,10.7,6,0,0
3383,KY,150,415,0,1,24,195.7,108,208.8,110,177.0,84,11.7,2,2,0
3384,CT,92,408,0,0,0,250.6,100,41.7,94,186.2,100,9.7,6,2,0
3385,NY,68,510,0,0,0,141.9,112,166.2,94,223.5,77,9.2,6,1,0
3386,OH,159,510,0,0,0,168.5,80,203.9,119,199.1,126,8.1,2,1,0
3387,IL,158,415,0,1,19,127.6,88,235.2,82,195.0,87,10.1,3,0,0
3388,IL,119,408,0,0,0,197.2,111,168.1,78,209.8,84,4.2,2,1,0
3389,WA,54,415,0,1,28,217.4,98,246.2,120,127.0,92,7.5,8,1,0
3390,NJ,60,415,1,0,0,97.2,91,243.7,93,235.0,116,10.1,2,1,1
3391,WI,111,415,0,1,23,87.7,91,218.3,118,173.1,87,12.3,4,1,0
3392,WV,119,415,0,1,32,186.4,75,206.9,92,150.6,80,12.1,2,1,0
3393,AL,74,415,0,0,0,180.0,110,212.9,100,182.3,95,11.8,10,0,0
3394,WY,118,408,0,0,0,232.4,92,191.0,68,213.0,138,7.7,4,1,0
3395,ME,124,415,0,0,0,151.6,119,198.1,93,173.4,91,11.6,3,3,0
3396,LA,133,510,0,0,0,172.2,81,214.9,123,184.3,90,11.1,6,3,0
3397,WI,49,408,0,0,0,260.9,88,174.2,103,262.8,98,10.6,4,1,0
3398,NH,112,415,0,0,0,124.4,109,196.1,119,166.1,89,10.2,4,2,0
3399,HI,130,510,0,0,0,126.8,101,144.1,105,249.6,117,11.4,8,2,0
3400,WV,130,510,0,0,0,110.0,107,181.9,85,208.0,94,11.7,3,1,0
3401,UT,188,408,0,0,0,231.1,92,182.4,93,227.2,89,9.8,5,4,0
3402,HI,174,415,0,0,0,187.4,74,144.6,142,235.7,102,10.2,1,1,0
3403,VT,57,415,0,0,0,166.4,114,76.8,119,260.1,77,10.9,3,3,0
3404,MD,105,408,0,0,0,141.8,85,191.3,101,133.6,126,10.9,3,1,0
3405,TN,175,408,1,1,35,159.5,95,140.7,100,176.3,99,5.4,4,5,1
3406,GA,100,415,0,0,0,218.9,124,237.5,99,189.7,52,11.0,6,2,0
3407,MA,132,415,0,0,0,138.7,101,257.5,85,165.6,92,7.8,1,2,0
3408,ND,117,415,1,0,0,158.1,101,315.1,96,176.1,108,13.9,2,3,1
3409,NJ,65,415,0,0,0,97.9,138,173.0,102,262.2,92,9.2,4,1,0
3410,NH,131,510,0,0,0,103.5,105,174.1,103,248.2,95,11.7,2,5,1
3411,NJ,114,408,0,0,0,206.3,113,223.5,97,234.3,119,8.1,6,2,0
3412,FL,127,415,0,1,24,211.5,121,183.9,115,186.2,103,13.5,1,3,0
3413,WY,67,510,0,0,0,125.0,96,294.5,114,205.7,75,10.2,4,1,1
3414,TX,123,408,0,1,41,141.3,127,152.0,96,218.8,114,8.1,3,3,0
3415,MA,116,415,0,0,0,119.0,94,144.3,110,199.7,65,8.8,5,2,0
3416,ID,107,415,0,0,0,260.6,81,246.1,116,243.3,117,12.8,9,0,1
3417,TX,110,415,0,0,0,149.2,128,112.8,101,156.3,111,12.2,4,1,0
3418,DE,29,415,0,0,0,163.7,109,207.3,88,266.2,101,10.4,2,1,0
3419,NY,76,415,0,0,0,223.0,109,218.7,97,138.6,126,11.6,8,2,0
3420,ME,115,408,0,0,0,200.2,115,268.8,109,185.4,102,12.8,2,3,0
3421,NM,68,415,0,0,0,248.6,59,199.1,126,112.5,117,6.5,3,2,0
3422,IL,63,415,0,1,26,214.2,80,253.0,152,156.4,109,10.3,2,2,0
3423,LA,69,415,0,0,0,245.6,128,173.0,101,111.8,118,14.2,7,2,0
3424,TN,97,408,0,0,0,238.6,85,203.3,75,180.5,127,16.2,8,0,0
3425,MI,108,510,1,0,0,86.1,97,227.9,101,225.8,102,9.1,3,3,0
3426,MS,79,415,0,0,0,161.6,94,187.5,110,220.8,71,10.3,7,2,0
3427,DE,52,415,0,0,0,257.9,80,220.7,82,225.4,70,16.8,3,2,1
3428,KS,114,415,0,0,0,209.2,127,165.3,93,196.8,98,10.6,8,3,0
3429,RI,90,510,0,1,19,214.0,57,245.3,105,205.6,68,10.3,2,1,0
3430,WI,122,415,0,1,21,196.0,104,194.7,73,150.8,92,9.6,4,0,0
3431,MT,73,415,0,1,33,129.8,112,225.3,96,262.5,104,8.6,3,1,0
3432,WV,100,408,0,0,0,239.1,96,180.1,110,259.2,112,14.0,2,0,0
3433,IL,124,510,0,0,0,133.2,80,144.2,98,261.0,102,12.0,3,3,1
3434,OR,112,408,0,0,0,135.7,34,243.0,99,209.3,115,12.2,8,1,0
3435,MN,120,415,0,1,31,211.0,117,238.7,77,184.5,99,14.0,8,1,0
3436,TX,95,510,0,0,0,135.2,93,285.9,123,228.1,112,10.0,2,3,0
3437,LA,61,408,0,0,0,140.8,126,212.5,115,141.7,79,6.4,5,4,1
3438,AL,42,510,0,0,0,160.2,103,159.8,116,255.7,87,12.9,3,1,0
3439,MD,104,415,0,0,0,153.7,86,160.3,78,176.6,140,9.6,8,1,0
3440,ND,184,415,0,0,0,237.6,86,157.0,105,163.6,103,14.2,2,2,0
3441,DC,29,510,0,0,0,182.1,92,180.4,91,206.4,128,7.2,2,2,0
3442,MD,5,408,0,0,0,198.7,108,146.7,86,216.8,95,9.5,3,2,0
3443,MA,58,408,0,1,47,151.1,117,137.4,103,172.6,99,9.2,8,1,0
3444,DC,165,510,0,0,0,195.2,84,229.5,116,185.3,147,11.9,3,0,0
3445,NJ,77,408,1,1,34,209.9,79,226.1,88,101.8,103,11.4,2,2,1
3446,RI,132,415,1,1,18,130.7,86,186.1,98,204.8,103,11.9,6,0,0
3447,AL,115,415,0,0,0,265.9,112,132.9,94,185.2,106,14.6,7,1,0
3448,TX,148,408,0,0,0,249.7,91,185.1,90,234.2,88,10.5,1,1,0
3449,MS,135,510,0,0,0,204.1,116,150.2,74,108.1,154,8.1,1,2,0
3450,WI,87,510,0,1,24,135.8,108,251.4,62,181.5,91,6.4,4,0,0
3451,ME,78,415,0,0,0,211.4,105,249.9,77,199.6,129,9.3,2,2,0
3452,MT,78,510,0,0,0,185.8,102,251.6,88,202.8,86,13.3,6,2,0
3453,ID,101,415,0,0,0,202.5,91,142.5,134,219.6,102,10.1,4,3,0
3454,ND,90,510,0,0,0,169.4,127,157.2,111,172.4,103,10.7,2,1,0
3455,AZ,83,415,0,0,0,135.2,76,161.0,98,129.3,105,9.0,6,0,0
3456,CA,81,408,0,0,0,125.1,103,209.6,103,186.2,78,11.8,1,1,0
3457,NJ,119,408,0,0,0,287.1,83,218.4,124,151.5,42,11.0,4,1,1
3458,NV,134,415,0,0,0,199.7,107,205.8,86,198.8,125,8.3,5,0,0
3459,NV,48,408,0,0,0,247.6,114,172.3,110,264.4,107,7.1,3,1,0
3460,AL,91,510,0,1,39,160.8,97,119.3,54,147.9,101,10.3,3,3,0
3461,SC,90,408,0,1,31,118.5,92,257.9,76,186.2,96,9.0,6,1,0
3462,WV,159,415,0,0,0,181.0,107,188.4,114,175.8,41,9.9,4,7,0
3463,OH,142,408,1,0,0,160.6,101,202.0,125,221.7,100,8.8,2,1,1
3464,TX,104,510,0,0,0,111.9,105,197.7,121,302.8,108,10.1,5,1,0
3465,ME,82,415,0,0,0,120.5,107,176.3,124,258.0,121,10.5,5,0,0
3466,MT,88,408,0,0,0,242.4,89,161.4,89,142.4,95,5.4,2,1,0
3467,NJ,118,408,0,0,0,178.4,81,182.7,119,251.4,109,10.8,2,1,0
3468,UT,139,510,0,0,0,258.7,94,190.3,132,247.2,73,11.4,2,1,1
3469,DC,87,415,0,1,18,124.3,104,196.1,80,290.0,110,7.2,3,1,0
3470,UT,167,415,0,0,0,94.9,114,315.8,105,181.0,71,10.8,6,0,0
3471,CO,138,408,0,0,0,182.0,101,200.3,119,208.9,131,13.4,3,4,0
3472,MA,130,408,0,0,0,162.0,62,278.1,108,197.5,82,9.1,4,1,0
3473,FL,87,415,0,0,0,176.6,83,221.6,101,185.3,89,9.4,1,0,0
3474,ID,164,408,1,1,28,156.1,98,209.9,140,190.0,69,11.4,4,0,0
3475,CO,109,510,0,0,0,150.6,106,147.4,108,173.2,109,9.5,5,1,0
3476,PA,59,510,0,0,0,189.1,141,198.2,113,280.2,103,2.2,7,1,0
3477,KY,124,408,0,0,0,156.9,74,195.8,82,181.0,99,8.8,2,1,0
3478,ID,73,408,0,0,0,67.0,76,223.0,154,236.5,151,11.2,2,1,0
3479,AK,94,415,0,0,0,261.3,89,152.4,139,120.2,124,10.5,2,0,0
3480,AL,80,415,0,0,0,135.1,92,185.0,103,147.1,74,14.7,5,3,0
3481,SC,101,415,1,0,0,92.1,109,163.0,83,133.3,102,9.7,11,2,0
3482,MN,115,408,0,0,0,173.5,121,168.3,100,138.3,105,7.8,5,1,0
3483,KS,100,415,1,0,0,156.3,82,259.4,91,143.7,93,8.3,7,5,0
3484,MA,85,415,0,0,0,274.7,79,119.4,122,296.9,74,9.4,10,1,0
3485,KY,110,408,0,0,0,244.7,84,106.4,95,194.9,61,10.5,1,2,1
3486,WI,92,408,1,0,0,183.6,96,149.7,55,135.2,71,11.8,4,0,0
3487,MI,102,408,0,0,0,167.1,80,222.9,94,179.9,103,11.6,3,5,0
3488,NV,134,408,0,0,0,177.1,120,218.1,123,183.8,93,12.7,5,3,0
3489,DC,96,415,0,0,0,217.8,120,139.6,109,227.7,111,11.6,3,0,0
3490,NE,42,510,0,0,0,143.7,96,221.0,98,108.9,94,8.6,1,2,0
3491,OR,175,415,0,0,0,185.0,104,325.8,86,85.4,105,14.6,2,1,0
3492,OR,136,415,0,1,23,235.6,65,177.7,81,138.7,105,11.3,5,1,0
3493,AR,32,415,1,0,0,265.5,75,119.7,77,169.9,128,14.8,6,2,1
3494,UT,101,415,0,0,0,332.1,91,151.0,123,277.8,99,11.3,3,1,1
3495,AZ,132,408,1,1,21,223.4,89,193.2,105,226.2,85,7.7,5,3,0
3496,ME,120,510,0,0,0,163.6,109,237.3,95,186.2,141,12.3,5,0,0
3497,MT,122,510,0,0,0,190.0,125,141.5,77,216.8,68,15.9,3,3,0
3498,OK,52,510,0,0,0,153.7,100,174.2,139,242.3,53,14.1,3,1,0
3499,VT,182,415,0,0,0,160.3,87,229.9,101,185.3,96,8.7,11,2,0
3500,ID,130,510,0,0,0,140.9,68,217.5,109,123.6,96,13.6,4,3,0
3501,SC,106,510,0,0,0,168.4,85,123.3,95,162.5,83,4.6,4,3,0
3502,MA,150,408,0,0,0,150.9,92,191.0,106,223.6,107,8.3,4,5,1
3503,OK,94,415,0,0,0,255.1,96,276.9,67,226.5,74,10.6,2,0,1
3504,CO,89,415,0,0,0,94.5,107,191.8,85,196.2,131,15.0,5,1,0
3505,WA,45,415,0,0,0,135.0,116,159.0,108,170.3,130,11.1,15,1,0
3506,KS,74,408,0,0,0,286.9,113,260.8,121,137.1,94,12.6,6,0,1
3507,GA,158,415,0,0,0,165.4,70,280.1,104,121.8,106,10.4,9,1,0
3508,AL,76,415,0,0,0,222.0,99,215.9,122,204.1,131,8.2,5,3,1
3509,KY,102,415,1,0,0,209.8,85,165.7,100,230.1,92,8.7,6,0,0
3510,LA,4,408,0,1,31,158.3,99,164.2,98,192.7,108,12.5,3,2,0
3511,MN,161,408,0,0,0,252.3,120,243.8,98,284.4,96,9.2,2,1,1
3512,WV,116,415,0,0,0,255.5,93,224.4,122,317.3,85,12.7,4,1,1
3513,WY,86,415,0,0,0,227.9,105,218.7,118,223.2,120,14.2,5,3,0
3514,NE,39,510,0,0,0,185.0,113,106.5,125,167.3,78,12.0,2,0,0
3515,MI,57,415,0,0,0,140.0,100,174.7,102,258.5,111,13.3,4,1,0
3516,NH,138,415,0,0,0,157.5,96,271.7,107,138.2,84,10.7,6,2,0
3517,AK,98,415,0,0,0,237.5,130,213.2,85,194.1,107,10.1,3,0,0
3518,AZ,145,415,0,1,10,190.7,100,177.7,114,167.3,100,12.8,2,0,0
3519,NV,77,415,0,0,0,215.5,81,170.9,100,170.3,59,10.3,3,1,0
3520,WV,99,408,0,1,12,119.9,83,237.7,98,187.6,159,16.6,2,1,0
3521,VT,106,510,1,0,0,196.7,100,210.2,109,173.8,83,7.8,1,4,1
3522,OK,32,510,0,0,0,230.7,122,204.7,134,142.0,86,8.7,3,2,0
3523,OR,174,415,0,0,0,222.3,102,173.8,123,297.2,97,5.7,2,0,1
3524,NY,98,510,0,0,0,198.6,92,349.4,99,221.7,83,7.3,6,2,1
3525,ME,42,510,0,0,0,139.4,109,223.8,121,244.9,105,4.6,3,1,0
3526,VA,99,408,0,0,0,130.4,121,219.9,103,84.1,85,9.8,3,2,0
3527,NY,119,408,0,0,0,153.2,131,116.6,85,218.5,74,10.1,5,1,0
